inchikey,smiles_can,in_m2or,m2or_id,in_leffingwell,leffingwell_id,in_goodscents,goodscents_id,skeleton,in_chembl,in_chembl_skeleton,is_odorant,chembl_id
QMVPMAAFGQKVCJ-SNVBAGLBSA-N,CC(C)=CCC[C@@H](C)CCO,1,SML0151,1,101977,1,101977,QMVPMAAFGQKVCJ,1,1,1,CHEMBL1907993
HLCSDJLATUNSSI-JXMROGBWSA-N,CC(C)=CCC/C(C)=C/C#N,1,SML0152,1,1551246,1,1551246,HLCSDJLATUNSSI,0,1,1,
QUNOTZOHYZZWKQ-UHFFFAOYSA-N,CC(=O)c1nccnc1C,1,SML0153,1,32093,1,32093,QUNOTZOHYZZWKQ,0,0,1,
WNLRTRBMVRJNCN-UHFFFAOYSA-N,O=C(O)CCCCC(=O)O,1,SML0154,1,196,1,196,WNLRTRBMVRJNCN,1,1,1,CHEMBL1157
KDYFGRWQOYBRFD-UHFFFAOYSA-N,O=C(O)CCC(=O)O,1,SML0155,1,1110,1,1110,KDYFGRWQOYBRFD,1,1,1,CHEMBL576
NJGBTKGETPDVIK-UHFFFAOYSA-N,CC(=O)CCc1ccc(O)cc1,1,SML0156,1,21648,1,21648,NJGBTKGETPDVIK,1,1,1,CHEMBL105912
WQAQPCDUOCURKW-UHFFFAOYSA-N,CCCCS,1,SML0157,1,8012,1,8012,WQAQPCDUOCURKW,1,1,1,CHEMBL3188256
ZSIAUFGUXNUGDI-UHFFFAOYSA-N,CCCCCCO,1,SML0158,1,8103,1,8103,ZSIAUFGUXNUGDI,1,1,1,CHEMBL14085
BBMCTIGTTCKYKF-UHFFFAOYSA-N,CCCCCCCO,1,SML0159,1,8129,1,8129,BBMCTIGTTCKYKF,1,1,1,CHEMBL273459
AMQJEAYHLZJPGS-UHFFFAOYSA-N,CCCCCO,1,SML0160,1,6276,1,6276,AMQJEAYHLZJPGS,1,1,1,CHEMBL14568
GTGTXZRPJHDASG-UHFFFAOYSA-N,CCCCCCC(Br)C(=O)O,1,SML0161,0,,0,,GTGTXZRPJHDASG,0,0,1,
HZTPKMIMXLTOSK-UHFFFAOYSA-N,CCCCC(Br)C(=O)O,1,SML0162,0,,0,,HZTPKMIMXLTOSK,0,0,1,
JARKCYVAAOWBJS-UHFFFAOYSA-N,CCCCCC=O,1,SML0163,1,6184,1,6184,JARKCYVAAOWBJS,1,1,1,CHEMBL280331
WLJVXDMOQOGPHL-UHFFFAOYSA-M,O=C([O-])Cc1ccccc1,1,SML0164,0,,0,,WLJVXDMOQOGPHL,0,1,1,
RFFOTVCVTJUTAD-UHFFFAOYSA-N,CC(C)C12CCC(C)(CC1)O2,1,SML0165,1,10106,1,10106,RFFOTVCVTJUTAD,1,1,1,CHEMBL2288022
FTZILAQGHINQQR-UHFFFAOYSA-N,CCCC(C)C=O,1,SML0166,1,31245,1,31245,FTZILAQGHINQQR,1,1,1,CHEMBL2270061
WMFATTFQNRPXBQ-UHFFFAOYSA-N,CCCC(Br)C(=O)O,1,SML0167,0,,0,,WMFATTFQNRPXBQ,0,0,1,
ULDHMXUKGWMISQ-SECBINFHSA-N,C=C(C)[C@@H]1CC=C(C)C(=O)C1,1,SML0168,0,,1,439570,ULDHMXUKGWMISQ,1,1,1,CHEMBL2229268
ZSKAJFSSXURRGL-PKNBQFBNSA-N,COC(/C=C(\C)CCC=C(C)C)OC,1,SML0169,1,5352435,0,,ZSKAJFSSXURRGL,0,1,1,
RDOXTESZEPMUJZ-UHFFFAOYSA-N,COc1ccccc1,1,SML0170,1,7519,1,7519,RDOXTESZEPMUJZ,1,1,1,CHEMBL278024
MLFHJEHSLIIPHL-UHFFFAOYSA-N,CC(=O)OCCC(C)C,1,SML0171,1,31276,1,31276,MLFHJEHSLIIPHL,1,1,1,CHEMBL42013
QMVPMAAFGQKVCJ-JTQLQIEISA-N,CC(C)=CCC[C@H](C)CCO,1,SML0172,1,7793,1,7793,QMVPMAAFGQKVCJ,1,1,1,CHEMBL1907995
RWRDLPDLKQPQOW-UHFFFAOYSA-N,C1CCNC1,1,SML0173,0,,1,31268,RWRDLPDLKQPQOW,1,1,1,CHEMBL22830
NEHNMFOYXAPHSD-SNVBAGLBSA-N,CC(C)=CCC[C@@H](C)CC=O,1,SML0174,1,75427,1,75427,NEHNMFOYXAPHSD,1,1,1,CHEMBL1081721
YAQLSKVCTLCIIE-UHFFFAOYSA-N,CCC(Br)C(=O)O,1,SML0175,0,,0,,YAQLSKVCTLCIIE,0,0,1,
WLAMNBDJUVNPJU-UHFFFAOYSA-N,CCC(C)C(=O)O,1,SML0176,1,8314,1,8314,WLAMNBDJUVNPJU,1,1,1,CHEMBL1160012
POIARNZEYGURDG-FNORWQNLSA-N,C/C=C/C(=O)C1=C(C)C=CCC1(C)C,1,SML0177,1,5366074,1,5366074,POIARNZEYGURDG,1,1,1,CHEMBL3733030
JZQKTMZYLHNFPL-BLHCBFLLSA-N,CCCCC/C=C/C=C/C=O,1,SML0178,1,5283349,1,5283349,JZQKTMZYLHNFPL,1,1,1,CHEMBL443949
HZYHMHHBBBSGHB-ODYTWBPASA-N,CC/C=C\CC/C=C/C=O,1,SML0179,1,643731,1,643731,HZYHMHHBBBSGHB,0,1,1,
UZFLPKAIBPNNCA-BQYQJAHWSA-N,CC(=O)/C=C/C1C(C)=CCCC1(C)C,1,SML0180,1,5282108,1,5282108,UZFLPKAIBPNNCA,1,1,1,CHEMBL472877
HZYHMHHBBBSGHB-KPDBFRNYSA-N,CC/C=C\CC/C=C\C=O,1,SML0181,0,,0,,HZYHMHHBBBSGHB,0,1,1,
CWRKZMLUDFBPAO-SREVYHEPSA-N,CCCCC/C=C\CCC=O,1,SML0182,0,,1,5362620,CWRKZMLUDFBPAO,0,0,1,
UZFFFFWQKMPLAC-ARJAWSKDSA-N,CC/C=C\CCCCCC=O,1,SML0183,1,5362695,1,5362695,UZFFFFWQKMPLAC,0,0,1,
BGTBFNDXYDYBEY-FNORWQNLSA-N,C/C=C/C(=O)C1=C(C)CCCC1(C)C,1,SML0184,1,5374527,1,5374527,BGTBFNDXYDYBEY,1,1,1,CHEMBL4565078
KMRMUZKLFIEVAO-IUCAKERBSA-N,CC1(C)[C@H]2CC=C(C=O)[C@@H]1C2,1,SML0185,0,,0,,KMRMUZKLFIEVAO,0,1,1,
FQTLCLSUCSAZDY-SDNWHVSQSA-N,C=CC(C)(O)CC/C=C(\C)CCC=C(C)C,1,SML0186,1,5284507,1,5284507,FQTLCLSUCSAZDY,1,1,1,CHEMBL25424
PSQYTAPXSHCGMF-BQYQJAHWSA-N,CC(=O)/C=C/C1=C(C)CCCC1(C)C,1,SML0187,1,638014,1,638014,PSQYTAPXSHCGMF,1,1,1,CHEMBL559945
HIGQPQRQIQDZMP-UHFFFAOYSA-N,CC(=O)OCC=C(C)CCC=C(C)C,1,SML0188,0,,0,,HIGQPQRQIQDZMP,0,1,1,
CWRKZMLUDFBPAO-VOTSOKGWSA-N,CCCCC/C=C/CCC=O,1,SML0189,1,5702654,1,5702654,CWRKZMLUDFBPAO,0,0,1,
QKTZBZWNADPFOL-BNFZFUHLSA-N,CCCCCCC/C=C/C=C/C=O,1,SML0190,1,5367530,1,5367530,QKTZBZWNADPFOL,0,0,1,
ZHHYXNZJDGDGPJ-BSWSSELBSA-N,CCCC/C=C/C=C/C=O,1,SML0191,1,5283339,1,5283339,ZHHYXNZJDGDGPJ,1,1,1,CHEMBL4074177
CXENHBSYCFFKJS-VDQVFBMKSA-N,C=C/C(C)=C/C/C=C(\C)CCC=C(C)C,1,SML0192,1,5281516,1,5281516,CXENHBSYCFFKJS,1,1,1,CHEMBL3182226
GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O,1,SML0193,1,2969,1,2969,GHVNFZFCNZKVNT,1,1,1,CHEMBL107498
BDJRBEYXGGNYIS-UHFFFAOYSA-N,O=C(O)CCCCCCCC(=O)O,1,SML0194,1,2266,0,,BDJRBEYXGGNYIS,1,1,1,CHEMBL1238
KLTVSWGXIAYTHO-UHFFFAOYSA-N,C=CC(=O)CCCCC,1,SML0195,1,61346,1,61346,KLTVSWGXIAYTHO,1,1,1,CHEMBL3186486
FXHGMKSSBGDXIY-UHFFFAOYSA-N,CCCCCCC=O,1,SML0196,1,8130,1,8130,FXHGMKSSBGDXIY,1,1,1,CHEMBL18104
XUPYJHCZDLZNFP-UHFFFAOYSA-N,CCCCOC(=O)CCC,1,SML0197,1,7983,1,7983,XUPYJHCZDLZNFP,0,0,1,
XNLICIUVMPYHGG-UHFFFAOYSA-N,CCCC(C)=O,1,SML0198,1,7895,1,7895,XNLICIUVMPYHGG,1,1,1,CHEMBL45345
HGBOYTHUEUWSSQ-UHFFFAOYSA-N,CCCCC=O,1,SML0199,1,8063,1,8063,HGBOYTHUEUWSSQ,1,1,1,CHEMBL18602
LSTSBZKIQFOPHA-UHFFFAOYSA-N,CCC(=O)OCC(C)(C)OC(C)C1CCCC(C)(C)C1,1,SML0200,0,,1,16063567,LSTSBZKIQFOPHA,0,0,1,
SRONXYPFSAKOGH-UHFFFAOYSA-N,C1CCCCCCCCCCCCCC1,1,SML0201,0,,0,,SRONXYPFSAKOGH,0,0,1,
FFVHXGZXDRXFLQ-UHFFFAOYSA-N,OC1CCCCCCCCCCCCCC1,1,SML0202,0,,0,,FFVHXGZXDRXFLQ,0,0,1,
BKWHDPNQDGBHET-UHFFFAOYSA-N,CCCCCC(S)C(C)CO,1,SML0203,0,,0,,BKWHDPNQDGBHET,0,0,1,
SXOZDDAFVJANJP-UHFFFAOYSA-N,O=C1CCCCCCCCC1,1,SML0204,0,,0,,SXOZDDAFVJANJP,0,0,1,
UPOSSYJVWXLPTA-UHFFFAOYSA-N,O=C1CCCCCCCCCC1,1,SML0205,0,,0,,UPOSSYJVWXLPTA,0,0,1,
CJPNOLIZCWDHJK-UHFFFAOYSA-N,CCCCCCCCCCCCCC(C)=O,1,SML0206,1,61303,1,61303,CJPNOLIZCWDHJK,1,1,1,CHEMBL3273567
PQYGSSYFJIJDFK-UHFFFAOYSA-N,CCCCCCCC(=O)CCCCCCC,1,SML0207,0,,0,,PQYGSSYFJIJDFK,0,0,1,
HABNNYNSJFKZFE-UHFFFAOYSA-N,CCC(S)C(C)CO,1,SML0208,0,,1,6430888,HABNNYNSJFKZFE,0,0,1,
ALHUZKCOMYUFRB-OAHLLOKOSA-N,C[C@@H]1CCCCCCCCCCCCC(=O)C1,1,SML0209,0,,1,7160826,ALHUZKCOMYUFRB,1,1,1,CHEMBL3731037
ALHUZKCOMYUFRB-HNNXBMFYSA-N,C[C@H]1CCCCCCCCCCCCC(=O)C1,1,SML0210,0,,0,,ALHUZKCOMYUFRB,0,1,1,
HUIYGGQINIVDNW-UHFFFAOYSA-N,CCCCOC(=O)c1ccccc1N,1,SML0211,1,24433,1,24433,HUIYGGQINIVDNW,1,1,1,CHEMBL1558498
KJPRLNWUNMBNBZ-QPJJXVBHSA-N,O=C/C=C/c1ccccc1,1,SML0212,1,637511,1,637511,KJPRLNWUNMBNBZ,1,1,1,CHEMBL293492
CFNJLPHOBMVMNS-UHFFFAOYSA-N,CCCCCOC(=O)CCC,1,SML0213,0,,1,10890,CFNJLPHOBMVMNS,1,1,1,CHEMBL3183048
ZCDYAMJXVAUTIM-UHFFFAOYSA-N,C=CCOC(=O)Cc1ccccc1,1,SML0214,1,15717,1,15717,ZCDYAMJXVAUTIM,0,0,1,
GTNCESCYZPMXCJ-UHFFFAOYSA-N,CCC(=O)OCCCc1ccccc1,1,SML0215,1,61052,1,61052,GTNCESCYZPMXCJ,0,0,1,
BADXJIPKFRBFOT-UHFFFAOYSA-N,CC1(C)CC(=O)CC(=O)C1,1,SML0216,0,,0,,BADXJIPKFRBFOT,0,0,1,
BDFAOUQQXJIZDG-UHFFFAOYSA-N,CC(C)CS,1,SML0217,1,10558,1,10558,BDFAOUQQXJIZDG,0,0,1,
FEWLNYSYJNLUOO-UHFFFAOYSA-N,O=CN1CCCCC1,1,SML0218,0,,0,,FEWLNYSYJNLUOO,1,1,1,CHEMBL1232817
CBJPZHSWLMJQRI-UHFFFAOYSA-N,c1coc(CSSCc2ccco2)c1,1,SML0219,1,20499,1,20499,CBJPZHSWLMJQRI,1,1,1,CHEMBL1331840
CWERGRDVMFNCDR-UHFFFAOYSA-N,O=C(O)CS,1,SML0220,1,1133,0,,CWERGRDVMFNCDR,1,1,1,CHEMBL116455
KZCOBXFFBQJQHH-UHFFFAOYSA-N,CCCCCCCCS,1,SML0221,1,8144,1,8144,KZCOBXFFBQJQHH,1,1,1,CHEMBL3182056
YCIXWYOBMVNGTB-UHFFFAOYSA-N,CCCCCC1=C(C)CCC1=O,1,SML0222,1,62378,1,62378,YCIXWYOBMVNGTB,1,1,1,CHEMBL3728427
PBGWNXWNCSSXCO-UHFFFAOYSA-N,CCCCCCCC(=O)OCCCCCC,1,SML0223,1,14228,1,14228,PBGWNXWNCSSXCO,1,1,1,CHEMBL3182596
UHOVQNZJYSORNB-UHFFFAOYSA-N,c1ccccc1,1,SML0224,0,,0,,UHOVQNZJYSORNB,1,1,1,CHEMBL277500
AZOCECCLWFDTAP-RKDXNWHRSA-N,C=C(C)[C@@H]1CC[C@@H](C)C(=O)C1,1,SML0225,0,,1,22227,AZOCECCLWFDTAP,1,1,1,CHEMBL2268553
NTWSIWWJPQHFTO-UHFFFAOYSA-N,CCCC(C)=CC(=O)O,1,SML0226,0,,0,,NTWSIWWJPQHFTO,0,0,1,
SMWDFEZZVXVKRB-UHFFFAOYSA-N,c1ccc2ncccc2c1,1,SML0227,1,7047,1,7047,SMWDFEZZVXVKRB,1,1,1,CHEMBL14474
ODHAQPXNQDBHSH-UHFFFAOYSA-N,C1CCC(SSC2CCCCC2)CC1,1,SML0228,1,17356,1,17356,ODHAQPXNQDBHSH,1,1,1,CHEMBL3188833
JUJWROOIHBZHMG-UHFFFAOYSA-N,c1ccncc1,1,SML0229,1,1049,1,1049,JUJWROOIHBZHMG,1,1,1,CHEMBL266158
NDVASEGYNIMXJL-NXEZZACHSA-N,C=C1CC[C@]2(C(C)C)C[C@H]12,1,SML0230,0,,0,,NDVASEGYNIMXJL,0,1,1,
LHXDLQBQYFFVNW-UHFFFAOYSA-N,CC12CCC(C1)C(C)(C)C2=O,1,SML0231,1,14525,0,,LHXDLQBQYFFVNW,1,1,1,CHEMBL2268554
ARJWAURHQDJJAC-GQCTYLIASA-N,C/C=C/C(=O)C(C)CC,1,SML0232,1,5362588,1,5362588,ARJWAURHQDJJAC,0,0,1,
AMXYRHBJZOVHOL-ODYTWBPASA-N,CC/C=C\CC/C=C/CO,1,SML0233,1,5362833,1,5362833,AMXYRHBJZOVHOL,1,1,1,CHEMBL3186514
DIVCBWJKVSFZKJ-UHFFFAOYSA-M,CCC(C)CCC(=O)[O-],1,SML0234,0,,0,,DIVCBWJKVSFZKJ,0,1,1,
TWOGJUHCCNLYPC-UHFFFAOYSA-N,CCC(=O)C(C)S,1,SML0235,1,529635,1,529635,TWOGJUHCCNLYPC,0,0,1,
CZCBTSFUTPZVKJ-UHFFFAOYSA-N,CC(C)=CC1CC(C)CCO1,1,SML0236,1,27866,1,27866,CZCBTSFUTPZVKJ,0,0,1,
ROWKJAVDOGWPAT-UHFFFAOYSA-N,CC(=O)C(C)O,1,SML0237,1,179,1,179,ROWKJAVDOGWPAT,1,1,1,CHEMBL3561873
SZECUQRKLXRGSJ-UHFFFAOYSA-N,CCC(S)C(C)=O,1,SML0238,1,62237,0,,SZECUQRKLXRGSJ,0,0,1,
LEGGANXCVQPIAI-UHFFFAOYSA-N,CCCCC(C)CCC(=O)O,1,SML0239,0,,1,62089,LEGGANXCVQPIAI,0,0,1,
IFYYFLINQYPWGJ-UHFFFAOYSA-N,CCCCCCC1CCC(=O)O1,1,SML0240,1,12813,1,12813,IFYYFLINQYPWGJ,1,1,1,CHEMBL365740
WGPCZPLRVAWXPW-UHFFFAOYSA-N,CCCCCCCCC1CCC(=O)O1,1,SML0241,1,16821,1,16821,WGPCZPLRVAWXPW,1,1,1,CHEMBL195215
OALYTRUKMRCXNH-UHFFFAOYSA-N,CCCCCC1CCC(=O)O1,1,SML0242,0,,1,7710,OALYTRUKMRCXNH,1,1,1,CHEMBL191935
IPBFYZQJXZJBFQ-UHFFFAOYSA-N,CCCCC1CCC(=O)O1,1,SML0243,1,7704,1,7704,IPBFYZQJXZJBFQ,1,1,1,CHEMBL3559967
PHXATPHONSXBIL-UHFFFAOYSA-N,CCCCCCCC1CCC(=O)O1,1,SML0244,0,,1,7714,PHXATPHONSXBIL,1,1,1,CHEMBL195827
WNVCMFHPRIBNCW-YUMQZZPRSA-N,CCCC[C@@H]1OC(=O)C[C@@H]1C,1,SML0245,0,,1,11094871,WNVCMFHPRIBNCW,0,0,1,
IUFQZPBIRYFPFD-UHFFFAOYSA-N,CCC1OC(=O)C(O)=C1C,1,SML0246,1,61199,1,61199,IUFQZPBIRYFPFD,0,0,1,
QRPLZGZHJABGRS-UHFFFAOYSA-N,CCCCCCCC1CCCC(=O)O1,1,SML0247,1,12844,1,12844,QRPLZGZHJABGRS,1,1,1,CHEMBL4636895
FYTRVXSHONWYNE-UHFFFAOYSA-N,CCCC1CCCC(=O)O1,1,SML0248,1,12777,1,12777,FYTRVXSHONWYNE,1,1,1,CHEMBL3182050
NDFKTBCGKNOHPJ-AATRIKPKSA-N,CCCC/C=C/C=O,1,SML0249,1,5283316,1,5283316,NDFKTBCGKNOHPJ,1,1,1,CHEMBL454759
PANBRUWVURLWGY-MDZDMXLPSA-N,CCCCCCCC/C=C/C=O,1,SML0250,1,5283356,1,5283356,PANBRUWVURLWGY,1,1,1,CHEMBL451328
OGLDWXZKYODSOB-SNVBAGLBSA-N,CC1=CC[C@H](C(C)C)C=C1,1,SML0251,1,442482,1,442482,OGLDWXZKYODSOB,1,1,1,CHEMBL455041
XMGQYMWWDOXHJM-UHFFFAOYSA-N,C=C(C)C1CC=C(C)CC1,1,SML0252,1,22311,1,22311,XMGQYMWWDOXHJM,1,1,1,CHEMBL15799
BSAIUMLZVGUGKX-FPLPWBNLSA-N,CCCCCC/C=C\C=O,1,SML0253,1,5354833,1,5354833,BSAIUMLZVGUGKX,0,1,1,
LVBXEMGDVWVTGY-SREVYHEPSA-N,CCCCC/C=C\C=O,1,SML0254,0,,1,6427080,LVBXEMGDVWVTGY,0,1,1,
NPFVOOAXDOBMCE-PLNGDYQASA-N,CC/C=C\CCOC(C)=O,1,SML0255,1,5363388,1,5363388,NPFVOOAXDOBMCE,1,1,1,CHEMBL2251454
GXANMBISFKBPEX-ARJAWSKDSA-N,CC/C=C\CC=O,1,SML0256,1,643941,1,643941,GXANMBISFKBPEX,0,0,1,
VVGOCOMZRGWHPI-ARJAWSKDSA-N,CC/C=C\CCC=O,1,SML0257,1,5362814,1,5362814,VVGOCOMZRGWHPI,0,0,1,
VWYBQOFZVSNDAW-WAYWQWQTSA-N,C=CC(=O)C/C=C\CC,1,SML0258,0,,1,6429343,VWYBQOFZVSNDAW,0,0,1,
DHKHKXVYLBGOIT-UHFFFAOYSA-N,CCOC(C)OCC,1,SML0259,1,7765,1,7765,DHKHKXVYLBGOIT,1,1,1,CHEMBL1338583
SATCULPHIDQDRE-UHFFFAOYSA-N,O=Cc1ccc2c(c1)OCO2,1,SML0260,1,8438,1,8438,SATCULPHIDQDRE,1,1,1,CHEMBL271663
OQWNKUAZQSLNSR-UHFFFAOYSA-N,CC(C)CCCCCCCCCCC=O,1,SML0261,1,3018619,1,3018619,OQWNKUAZQSLNSR,0,0,1,
ZFMSMUAANRJZFM-UHFFFAOYSA-N,C=CCc1ccc(OC)cc1,1,SML0262,1,8815,1,8815,ZFMSMUAANRJZFM,1,1,1,CHEMBL470671
RUVINXPYWBROJD-ONEGZZNKSA-N,C/C=C/c1ccc(OC)cc1,1,SML0263,1,637563,1,637563,RUVINXPYWBROJD,1,1,1,CHEMBL452630
MMSLOZQEMPDGPI-UHFFFAOYSA-N,C=C(C)c1ccc(C)cc1,1,SML0264,1,62385,1,62385,MMSLOZQEMPDGPI,0,0,1,
KUFFULVDNCHOFZ-UHFFFAOYSA-N,Cc1ccc(O)c(C)c1,1,SML0265,1,7771,1,7771,KUFFULVDNCHOFZ,1,1,1,CHEMBL29878
KLIDCXVFHGNTTM-UHFFFAOYSA-N,COc1cccc(OC)c1O,1,SML0266,1,7041,1,7041,KLIDCXVFHGNTTM,1,1,1,CHEMBL109652
NXXYKOUNUYWIHA-UHFFFAOYSA-N,Cc1cccc(C)c1O,1,SML0267,1,11335,1,11335,NXXYKOUNUYWIHA,1,1,1,CHEMBL30106
ZQPCOAKGRYBBMR-UHFFFAOYSA-N,CC1=CCC(C(C)(C)S)CC1,1,SML0268,0,,1,6427135,ZQPCOAKGRYBBMR,0,0,1,
FZOZFDAMVVEZSJ-UHFFFAOYSA-N,CC(=O)C1=NCCS1,1,SML0269,1,169110,1,169110,FZOZFDAMVVEZSJ,0,0,1,
HEQOJEGTZCTHCF-UHFFFAOYSA-N,NCC(=O)c1ccccc1,1,SML0270,0,,0,,HEQOJEGTZCTHCF,1,1,1,CHEMBL128079
IFNDEOYXGHGERA-UHFFFAOYSA-N,COc1ccc(C)cc1O,1,SML0271,1,14519,0,,IFNDEOYXGHGERA,0,0,1,
SRUTWBWLFKSTIS-UHFFFAOYSA-N,CSSc1ccoc1C,1,SML0272,1,47649,1,47649,SRUTWBWLFKSTIS,1,1,1,CHEMBL3184459
BYGQBDHUGHBGMD-UHFFFAOYSA-N,CCC(C)C=O,1,SML0273,1,7284,1,7284,BYGQBDHUGHBGMD,1,1,1,CHEMBL2270060
RUYNUXHHUVUINQ-UHFFFAOYSA-N,Cc1occc1S,1,SML0274,1,34286,1,34286,RUYNUXHHUVUINQ,1,1,1,CHEMBL3188696
QWVGKYWNOKOFNN-UHFFFAOYSA-N,Cc1ccccc1O,1,SML0275,1,335,1,335,QWVGKYWNOKOFNN,1,1,1,CHEMBL46931
HSDXVAOHEOSTFZ-UHFFFAOYSA-N,CCCCCc1ccccn1,1,SML0276,1,16800,1,16800,HSDXVAOHEOSTFZ,0,0,1,
ZMRFRBHYXOQLDK-UHFFFAOYSA-N,SCCc1ccccc1,1,SML0277,1,78126,1,78126,ZMRFRBHYXOQLDK,0,0,1,
WRMNZCZEMHIOCP-UHFFFAOYSA-N,OCCc1ccccc1,1,SML0278,1,6054,1,6054,WRMNZCZEMHIOCP,1,1,1,CHEMBL448500
MDHYEMXUFSJLGV-UHFFFAOYSA-N,CC(=O)OCCc1ccccc1,1,SML0279,1,7654,1,7654,MDHYEMXUFSJLGV,1,1,1,CHEMBL3184025
OVNCGQSYSSYBPO-UHFFFAOYSA-N,CCC(=O)C1=NCCC1,1,SML0280,0,,1,529251,OVNCGQSYSSYBPO,0,0,1,
HMNKTRSOROOSPP-UHFFFAOYSA-N,CCc1cccc(O)c1,1,SML0281,1,12101,1,12101,HMNKTRSOROOSPP,1,1,1,CHEMBL58052
XPCTZQVDEJYUGT-UHFFFAOYSA-N,Cc1occc(=O)c1O,1,SML0282,1,8369,1,8369,XPCTZQVDEJYUGT,1,1,1,CHEMBL31422
ZFRKQXVRDFCRJG-UHFFFAOYSA-N,Cc1c[nH]c2ccccc12,1,SML0283,1,6736,1,6736,ZFRKQXVRDFCRJG,1,1,1,CHEMBL1329793
VTAPYUYITKYXJB-UHFFFAOYSA-N,CC(C)(S)CCOC=O,1,SML0284,1,526487,1,526487,VTAPYUYITKYXJB,0,0,1,
PHTQWCKDNZKARW-UHFFFAOYSA-N,CC(C)CCO,1,SML0285,1,31260,1,31260,PHTQWCKDNZKARW,1,1,1,CHEMBL372396
YGHRJJRRZDOVPD-UHFFFAOYSA-N,CC(C)CC=O,1,SML0286,1,11552,1,11552,YGHRJJRRZDOVPD,1,1,1,CHEMBL18360
NHIMSNHOEAVUKE-UHFFFAOYSA-N,CCCC(=O)C(C)CC,1,SML0287,0,,0,,NHIMSNHOEAVUKE,0,0,1,
RLSSMJSEOOYNOY-UHFFFAOYSA-N,Cc1cccc(O)c1,1,SML0288,1,342,1,342,RLSSMJSEOOYNOY,1,1,1,CHEMBL298312
XMIIGOLPHOKFCH-UHFFFAOYSA-N,O=C(O)CCc1ccccc1,1,SML0289,1,107,1,107,XMIIGOLPHOKFCH,1,1,1,CHEMBL851
TYZFMFVWHZKYSE-UHFFFAOYSA-N,CCCC(S)CCO,1,SML0290,1,521348,1,521348,TYZFMFVWHZKYSE,0,0,1,
JUCARGIKESIVLB-UHFFFAOYSA-N,CCCC(S)CCOC(C)=O,1,SML0291,1,518810,1,518810,JUCARGIKESIVLB,0,0,1,
WTWBUQJHJGUZCY-UHFFFAOYSA-N,CC(C)c1ccc(C=O)cc1,1,SML0292,1,326,1,326,WTWBUQJHJGUZCY,1,1,1,CHEMBL161577
YOMSJEATGXXYPX-UHFFFAOYSA-N,C=Cc1ccc(O)c(OC)c1,1,SML0293,1,332,1,332,YOMSJEATGXXYPX,1,1,1,CHEMBL1232595
FUGYGGDSWSUORM-UHFFFAOYSA-N,C=Cc1ccc(O)cc1,1,SML0294,1,62453,1,62453,FUGYGGDSWSUORM,1,1,1,CHEMBL349881
PWKJMPFEQOHBAC-UHFFFAOYSA-N,CCCCC(CC)CCC(=O)O,1,SML0295,0,,1,61840,PWKJMPFEQOHBAC,1,1,1,CHEMBL1789171
HXDOZKJGKXYMEW-UHFFFAOYSA-N,CCc1ccc(O)cc1,1,SML0296,1,31242,1,31242,HXDOZKJGKXYMEW,1,1,1,CHEMBL108475
CBOQJANXLMLOSS-UHFFFAOYSA-N,CCOc1cc(C=O)ccc1O,1,SML0297,1,8467,1,8467,CBOQJANXLMLOSS,1,1,1,CHEMBL508676
XVHGKKGBUDMTIQ-UHFFFAOYSA-N,COCCC(C)(C)S,1,SML0298,1,526195,1,526195,XVHGKKGBUDMTIQ,0,0,1,
GNKZMNRKLCTJAY-UHFFFAOYSA-N,CC(=O)c1ccc(C)cc1,1,SML0299,1,8500,1,8500,GNKZMNRKLCTJAY,1,1,1,CHEMBL271871
IWDCLRJOBJJRNH-UHFFFAOYSA-N,Cc1ccc(O)cc1,1,SML0300,1,2879,1,2879,IWDCLRJOBJJRNH,1,1,1,CHEMBL16645
PXIKRTCSSLJURC-UHFFFAOYSA-N,CCCc1ccc(O)c(OC)c1,1,SML0301,1,17739,1,17739,PXIKRTCSSLJURC,1,1,1,CHEMBL3186884
GWCRPYGYVRXVLI-UHFFFAOYSA-N,CCC1OC(C)=C(O)C1=O,1,SML0302,0,,1,33931,GWCRPYGYVRXVLI,0,0,1,
LIIALPBMIOVAHH-UHFFFAOYSA-N,COc1ccc2ccc(=O)oc2c1,1,SML0303,0,,1,10748,LIIALPBMIOVAHH,1,1,1,CHEMBL49732
NVLPQIPTCCLBEU-UHFFFAOYSA-N,C=CCSC,1,SML0304,1,66282,1,66282,NVLPQIPTCCLBEU,0,0,1,
LOCDPORVFVOGCR-UHFFFAOYSA-N,CSCSC,1,SML0305,1,15380,1,15380,LOCDPORVFVOGCR,0,0,1,
WJSDHUCWMSHDCR-VMPITWQZSA-N,CC(=O)OC/C=C/c1ccccc1,1,SML0306,1,5282110,1,5282110,WJSDHUCWMSHDCR,0,1,1,
OOCCDEMITAIZTP-QPJJXVBHSA-N,OC/C=C/c1ccccc1,1,SML0307,0,,1,5315892,OOCCDEMITAIZTP,1,1,1,CHEMBL324794
PFRGXCVKLLPLIP-UHFFFAOYSA-N,C=CCSSCC=C,1,SML0308,1,16590,1,16590,PFRGXCVKLLPLIP,1,1,1,CHEMBL366603
