comparison,tag,n_I,n_II,pct_I,pct_II,gap,p,q,stars
exclusive,cucumber,1,5,1.4285714285714286,6.578947368421052,-5.150375939849623,,,
exclusive,lemon,0,4,0.0,5.2631578947368425,-5.2631578947368425,,,
exclusive,geranium,0,4,0.0,5.2631578947368425,-5.2631578947368425,,,
exclusive,clean,0,4,0.0,5.2631578947368425,-5.2631578947368425,,,
exclusive,green,18,24,25.714285714285715,31.57894736842105,-5.864661654135336,0.4685308893566408,0.5169996020487071,ns
exclusive,minty,1,6,1.4285714285714286,7.894736842105263,-6.466165413533834,,,
exclusive,jasmine,1,6,1.4285714285714286,7.894736842105263,-6.466165413533834,,,
exclusive,vegetable,2,8,2.857142857142857,10.526315789473685,-7.669172932330827,0.1002440196008532,0.1782115904015168,ns
exclusive,melon,0,6,0.0,7.894736842105263,-7.894736842105263,,,
exclusive,rose,5,12,7.142857142857143,15.789473684210526,-8.646616541353382,0.12559656594718344,0.21153105843736159,ns
exclusive,sweet,25,34,35.714285714285715,44.73684210526316,-9.022556390977442,0.3124508327244685,0.3999370658873197,ns
exclusive,spicy,2,10,2.857142857142857,13.157894736842104,-10.300751879699247,0.03284563523582945,0.08758836062887854,ns
exclusive,herbal,9,18,12.857142857142858,23.68421052631579,-10.827067669172934,0.13447341182578998,0.21515745892126398,ns
exclusive,musty,3,12,4.285714285714286,15.789473684210526,-11.50375939849624,0.028440340255859085,0.08273553528977189,ns
exclusive,musk,1,11,1.4285714285714286,14.473684210526315,-13.045112781954886,0.0049316684581940835,0.022544770094601523,*
exclusive,citrus,7,18,10.0,23.68421052631579,-13.684210526315791,0.0463022874886338,0.1101234293696841,ns
exclusive,woody,5,16,7.142857142857143,21.05263157894737,-13.909774436090228,0.01897035355059526,0.06070513136190483,ns
exclusive,fresh,3,16,4.285714285714286,21.05263157894737,-16.766917293233085,0.0027849987499529378,0.014853326666415667,*
exclusive,powdery,2,15,2.857142857142857,19.736842105263158,-16.8796992481203,0.0014921662331220632,0.013396472972993869,*
exclusive,floral,10,24,14.285714285714286,31.57894736842105,-17.293233082706763,0.018207089355112692,0.06070513136190483,ns
