cluster,n,tag,obs,tag_total,exp,obs_exp,p,fdr
0,138,jammy,1,6,1.448,0.691,0.8108032216718547,1.0
0,138,raspberry,2,7,1.689,1.184,0.5340277226335077,1.0
0,138,gasoline,1,5,1.206,0.829,0.7499427195523114,1.0
0,138,plum,2,11,2.654,0.754,0.7869681973919106,1.0
0,138,lactonic,4,11,2.654,1.507,0.2615258380082301,1.0
0,138,strawberry,3,12,2.895,1.036,0.583641363316037,1.0
1,100,floral,41,154,26.923,1.523,0.0005321721734637246,0.016702018982553822
1,100,balsamic,15,38,6.643,2.258,0.0007417659737075781,0.020871759811909783
1,100,plum,7,11,1.923,3.64,0.0007410853191614333,0.020871759811909783
1,100,sweet,56,250,43.706,1.281,0.004545687546350885,0.08626234971679819
1,100,chicken,6,12,2.098,2.86,0.009300423469430618,0.1459451067510651
1,100,cinnamon,5,9,1.573,3.178,0.01040044654053474,0.1561051959983277
1,100,honey,6,15,2.622,2.288,0.03204375027159335,0.3403588471122718
1,100,powdery,14,49,8.566,1.634,0.031015457540790072,0.3403588471122718
1,100,tobacco,5,11,1.923,2.6,0.02837374199224325,0.3403588471122718
1,100,cherry,6,15,2.622,2.288,0.03204375027159335,0.3403588471122718
1,100,amber,4,8,1.399,2.86,0.03495408559821318,0.3610447322549615
1,100,tea,3,6,1.049,2.86,0.06940345037784594,0.6063253267103532
1,100,rose,13,50,8.741,1.487,0.07578846610762131,0.6375607045754536
1,100,almond,4,10,1.748,2.288,0.07903724431846425,0.6514584986249174
1,100,coumarinic,4,10,1.748,2.288,0.07903724431846425,0.6514584986249174
1,100,woody,19,81,14.161,1.342,0.08811019742187891,0.7071850030743493
1,100,melon,6,19,3.322,1.806,0.09572399632388054,0.7166126697273992
1,100,hyacinth,3,7,1.224,2.451,0.1063368300751752,0.7288368337560965
1,100,jasmine,7,24,4.196,1.668,0.10680769353884802,0.7288368337560965
1,100,lactonic,4,11,1.923,2.08,0.10798781707630485,0.7288368337560965
1,100,grape,4,12,2.098,1.907,0.14098295514590253,0.8336383434714236
1,100,cucumber,4,12,2.098,1.907,0.14098295514590253,0.8336383434714236
1,100,anisic,4,12,2.098,1.907,0.14098295514590253,0.8336383434714236
1,100,strawberry,4,12,2.098,1.907,0.14098295514590253,0.8336383434714236
1,100,berry,6,21,3.671,1.634,0.14263800037831498,0.8373568943072304
1,100,spicy,13,56,9.79,1.328,0.15740833520508332,0.9174657251953428
1,100,aldehydic,9,37,6.469,1.391,0.17927723218523098,0.9821196564706154
1,100,herbal,15,90,15.734,0.953,0.6379860194445202,1.0
1,100,orange,6,28,4.895,1.226,0.3618405302237832,1.0
1,100,peppery,0,7,1.224,0.0,1.0,1.0
1,100,terpenic,1,15,2.622,0.381,0.9461758927489367,1.0
1,100,pine,1,16,2.797,0.358,0.9558391076952676,1.0
1,100,minty,6,31,5.42,1.107,0.4653320183215778,1.0
1,100,bready,1,11,1.923,0.52,0.8816858168580728,1.0
1,100,mentholic,2,9,1.573,1.271,0.48553605547486783,1.0
1,100,alcoholic,0,14,2.448,0.0,1.0,1.0
1,100,solvent,2,8,1.399,1.43,0.42129498019597506,1.0
1,100,winey,1,26,4.545,0.22,0.9940278427174206,1.0
1,100,fermented,1,22,3.846,0.26,0.9866405135557411,1.0
1,100,oily,8,66,11.538,0.693,0.9230339808379596,1.0
1,100,citrus,13,76,13.287,0.978,0.5910462171455573,1.0
1,100,fatty,18,108,18.881,0.953,0.64497444553914,1.0
1,100,waxy,14,96,16.783,0.834,0.8330038856735773,1.0
1,100,coconut,6,24,4.196,1.43,0.22871947975658638,1.0
1,100,earthy,6,39,6.818,0.88,0.7075089531413437,1.0
1,100,soapy,1,16,2.797,0.358,0.9558391076952676,1.0
1,100,musty,4,50,8.741,0.458,0.9863513751508229,1.0
1,100,fruity,36,198,34.615,1.04,0.4160548393858199,1.0
1,100,apple,6,43,7.517,0.798,0.7969233222389912,1.0
1,100,pear,4,21,3.671,1.09,0.5155635106766653,1.0
1,100,buttery,2,25,4.371,0.458,0.9519093657170469,1.0
1,100,cheesy,2,42,7.343,0.272,0.9976025939206136,1.0
1,100,chocolate,2,19,3.322,0.602,0.8738338070538882,1.0
1,100,roasted,6,33,5.769,1.04,0.5321994356116554,1.0
1,100,medicinal,4,22,3.846,1.04,0.5554481232300228,1.0
1,100,cocoa,3,23,4.021,0.746,0.7983043388049701,1.0
1,100,nutty,8,50,8.741,0.915,0.6755926042622995,1.0
1,100,grassy,1,11,1.923,0.52,0.8816858168580728,1.0
1,100,ethereal,2,33,5.769,0.347,0.98778855442834,1.0
1,100,leathery,1,7,1.224,0.817,0.7415270069650008,1.0
1,100,rummy,0,12,2.098,0.0,1.0,1.0
1,100,camphoreous,3,24,4.196,0.715,0.8223845326837061,1.0
1,100,cooling,3,11,1.923,1.56,0.2988153681798545,1.0
1,100,fresh,17,104,18.182,0.935,0.6787539432337091,1.0
1,100,burnt,5,22,3.846,1.3,0.3360827541865559,1.0
1,100,green,29,173,30.245,0.959,0.6588621322991369,1.0
1,100,hazelnut,1,10,1.748,0.572,0.8560766863078721,1.0
1,100,potato,2,15,2.622,0.763,0.7698960655074627,1.0
1,100,dry,5,20,3.497,1.43,0.26117231390580703,1.0
1,100,hay,2,10,1.748,1.144,0.545227196692045,1.0
1,100,pungent,5,40,6.993,0.715,0.8612385993763865,1.0
1,100,sour,0,18,3.147,0.0,1.0,1.0
