cluster,n,tag,obs,tag_total,exp,obs_exp,p,fdr
2,121,coconut,14,24,5.214,2.685,7.18222678339665e-05,0.0027908081215484125
2,121,creamy,20,42,9.124,2.192,9.233560848779242e-05,0.0034248116602744825
2,121,pineapple,15,30,6.517,2.302,0.00040509928061339766,0.011805750463590446
2,121,buttery,13,25,5.431,2.394,0.0006349944595425592,0.01727184929955761
2,121,aldehydic,16,36,7.82,2.046,0.001354824399861058,0.035662474525374945
2,121,rose,20,50,10.862,1.841,0.0016620959994912857,0.03886489230970843
2,121,orange,13,28,6.083,2.137,0.002475106719775918,0.04909655702791916
2,121,apple,17,43,9.341,1.82,0.004497286581985086,0.07057280482499673
2,121,bergamot,4,5,1.086,3.683,0.008894032546272133,0.1230089925043739
2,121,apricot,7,13,2.824,2.479,0.01033655495684385,0.138272604012862
2,121,tropical,16,43,9.341,1.713,0.01170606135999813,0.15406687209287864
2,121,green,47,169,36.713,1.28,0.015324854627024412,0.17986711068602992
2,121,clean,9,20,4.345,2.071,0.015400637820944144,0.17986711068602992
2,121,lactonic,6,11,2.39,2.511,0.01653190355570128,0.17986711068602992
2,121,fruity,53,196,42.578,1.245,0.017106022622030256,0.18366466394179853
2,121,banana,11,27,5.865,1.875,0.017590201733539954,0.18402057198164876
2,121,floral,43,154,33.454,1.285,0.02012091057710493,0.20435667450888673
2,121,pear,9,21,4.562,1.973,0.022058319660450163,0.21950718101130895
2,121,lavender,4,7,1.521,2.63,0.04315543877717466,0.36348413043920785
2,121,orris,5,11,2.39,2.092,0.06698482863950007,0.4671762407677954
2,121,dairy,9,26,5.648,1.593,0.08673768763795883,0.5573067174218458
2,121,soapy,6,16,3.476,1.726,0.11002690176154815,0.6678491007568781
2,121,peach,6,16,3.476,1.726,0.11002690176154815,0.6678491007568781
2,121,winey,8,24,5.214,1.534,0.12552288838913347,0.7336930223587255
2,121,milky,5,13,2.824,1.771,0.1288771556038657,0.7354109019073735
2,121,jasmin,6,17,3.693,1.625,0.1408593178719406,0.7852480336328116
2,121,herbal,23,88,19.117,1.203,0.1697422388587364,0.8822271777626046
2,121,brandy,3,7,1.521,1.973,0.1777372756880622,0.9121611129651492
2,121,grassy,4,11,2.39,1.674,0.19943145736986326,0.9686670786536214
2,121,geranium,4,11,2.39,1.674,0.19943145736986326,0.9686670786536214
2,121,melon,6,19,4.127,1.454,0.21268002841039352,0.9973959953039145
2,121,terpenic,1,13,2.824,0.354,0.9601860230780774,1.0
2,121,peppery,1,7,1.521,0.658,0.8218301139862862,1.0
2,121,pine,1,13,2.824,0.354,0.9601860230780774,1.0
2,121,minty,4,28,6.083,0.658,0.8926972358385059,1.0
2,121,bready,0,10,2.172,0.0,1.0,1.0
2,121,spicy,7,56,12.165,0.575,0.9788977896299035,1.0
2,121,mentholic,2,9,1.955,1.023,0.6159903473140493,1.0
2,121,balsamic,4,38,8.255,0.485,0.9809089188444766,1.0
2,121,solvent,1,8,1.738,0.575,0.8610274889093033,1.0
2,121,fermented,4,18,3.91,1.023,0.5738684484346688,1.0
2,121,sweet,54,248,53.874,1.002,0.5299824483010246,1.0
2,121,alcoholic,0,10,2.172,0.0,1.0,1.0
2,121,honey,3,15,3.259,0.921,0.6669699765345398,1.0
2,121,earthy,5,37,8.038,0.622,0.9346663686933359,1.0
2,121,musty,6,47,10.21,0.588,0.9656989999485605,1.0
2,121,cheesy,7,41,8.907,0.786,0.8274582266961716,1.0
2,121,powdery,4,49,10.645,0.376,0.997804660033778,1.0
2,121,chocolate,0,17,3.693,0.0,1.0,1.0
2,121,nutty,8,47,10.21,0.784,0.842038991980243,1.0
2,121,roasted,2,32,6.952,0.288,0.9967810471038753,1.0
2,121,woody,12,77,16.727,0.717,0.9442648316992939,1.0
2,121,cocoa,0,20,4.345,0.0,1.0,1.0
2,121,medicinal,0,21,4.562,0.0,1.0,1.0
2,121,leathery,0,7,1.521,0.0,1.0,1.0
2,121,ethereal,4,29,6.3,0.635,0.9085321436338395,1.0
2,121,rummy,1,8,1.738,0.575,0.8610274889093033,1.0
2,121,grape,3,11,2.39,1.255,0.4401924901042945,1.0
2,121,cooling,2,11,2.39,0.837,0.7288359691248448,1.0
2,121,camphoreous,0,22,4.779,0.0,1.0,1.0
2,121,fresh,24,99,21.506,1.116,0.2921001310075153,1.0
2,121,hazelnut,0,10,2.172,0.0,1.0,1.0
2,121,potato,0,14,3.041,0.0,1.0,1.0
2,121,burnt,0,21,4.562,0.0,1.0,1.0
2,121,dry,1,19,4.127,0.242,0.9912696377614023,1.0
2,121,hay,0,8,1.738,0.0,1.0,1.0
2,121,acidic,1,8,1.738,0.575,0.8610274889093033,1.0
2,121,pungent,4,36,7.82,0.511,0.9724635139323392,1.0
2,121,sharp,2,17,3.693,0.542,0.914434005922911,1.0
2,121,sour,0,18,3.91,0.0,1.0,1.0
2,121,odorless,2,13,2.824,0.708,0.8124799247333034,1.0
2,121,violet,2,9,1.955,1.023,0.6159903473140493,1.0
2,121,clove,0,9,1.955,0.0,1.0,1.0
2,121,phenolic,1,37,8.038,0.124,0.9999182200732433,1.0
2,121,cinnamon,0,9,1.955,0.0,1.0,1.0
2,121,smoky,0,14,3.041,0.0,1.0,1.0
2,121,savory,1,17,3.693,0.271,0.9854914341895933,1.0
2,121,muguet,2,5,1.086,1.841,0.29810158360956435,1.0
2,121,lily,3,10,2.172,1.381,0.3745303902676313,1.0
2,121,brown,0,8,1.738,0.0,1.0,1.0
2,121,coffee,2,23,4.996,0.4,0.975746342003037,1.0
2,121,beefy,1,6,1.303,0.767,0.7716939367591715,1.0
2,121,ripe,4,14,3.041,1.315,0.36154189508072904,1.0
2,121,mushroom,5,16,3.476,1.439,0.2538229113798439,1.0
2,121,vegetable,4,43,9.341,0.428,0.9926470785908127,1.0
2,121,cucumber,4,12,2.607,1.534,0.25146406151393436,1.0
2,121,natural,2,9,1.955,1.023,0.6159903473140493,1.0
2,121,animal,3,28,6.083,0.493,0.9636859326497894,1.0
2,121,musk,5,34,7.386,0.677,0.8969495181913018,1.0
2,121,hawthorn,0,5,1.086,0.0,1.0,1.0
2,121,anisic,1,12,2.607,0.384,0.9488240155130948,1.0
2,121,vanilla,0,17,3.693,0.0,1.0,1.0
