column,category,n_odorant,n_background,pct_odorant,pct_background,odds_ratio,ci_lo,ci_hi,p,q
murcko_framework,O1CCCCC1OC2CCC3C4=C(CCC3C2)C5CCCC5CC4,0,30,0.0,0.004140163867685883,3.9947376690823586,0.24421917283070577,65.3426545500901,1.0,1.0
murcko_framework,O1CCCC2C1CCC3CCCCC32,0,379,0.0,0.05230407019509832,0.32089806022589085,0.02003051097692706,5.14093550460874,0.41496988952144537,1.0
murcko_framework,N1=CN(Cc2[nH]c3ccccc3c12)CCc4ccccc4,0,36,0.0,0.004968196641223059,3.338040821779601,0.20482969417506067,54.398931623380356,1.0,1.0
murcko_framework,O1C2C=CC13CN(Cc4ccccc4)CC3C2,0,100,0.0,0.01380054622561961,1.2122162016552516,0.07528477986529931,19.518794133218957,1.0,1.0
murcko_framework,c1ccc(cc1)C2c3[nH]c4ccccc4c3CC5N2CCNC5,0,344,0.0,0.04747387901613146,0.3535172690161253,0.022062517437410438,5.664560259143674,0.6548545025850687,1.0
murcko_framework,O1c2cc3OCN(c4ccccc4)Cc3cc2C(=CC1)c5ccccc5,0,53,0.0,0.007314289499578393,2.2773015216971095,0.1405809775837492,36.8904976324725,1.0,1.0
murcko_framework,N1=CC=C2c3ccccc3CCN2C1,0,42,0.0,0.0057962294147602365,2.866764260774093,0.1763801992734908,46.594444051559776,1.0,1.0
murcko_framework,n1ccc(nc1NC2COC3CCOC32)-c4ccccc4,0,72,0.0,0.009936393282446119,1.680447400311951,0.10408761295968512,27.130062693520873,1.0,1.0
murcko_framework,o1c2ccc3OC4(CCc3c2cc1CNc5ccccc5)CCCCC4,0,36,0.0,0.004968196641223059,3.338040821779601,0.20482969417506067,54.398931623380356,1.0,1.0
murcko_framework,c1ccc(cc1)C2C=CNCN2,0,87,0.0,0.01200647521628906,1.3923418770568594,0.0863832050406304,22.442046479919203,1.0,1.0
